7.272727272727272929e-01 9.000000000000000222e-01 9.000000000000000222e-01 6.999999999999999556e-01 8.000000000000000444e-01 9.000000000000000222e-01 8.000000000000000444e-01 6.999999999999999556e-01 1.000000000000000000e+00 7.777777777777777901e-01
9.090909090909090606e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.000000000000000444e-01 9.000000000000000222e-01 8.888888888888888395e-01
7.272727272727272929e-01 6.999999999999999556e-01 9.000000000000000222e-01 8.000000000000000444e-01 5.999999999999999778e-01 9.000000000000000222e-01 8.000000000000000444e-01 1.000000000000000000e+00 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 6.999999999999999556e-01 9.000000000000000222e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00 9.000000000000000222e-01 8.000000000000000444e-01 9.000000000000000222e-01 6.666666666666666297e-01
7.272727272727272929e-01 8.000000000000000444e-01 9.000000000000000222e-01 9.000000000000000222e-01 5.999999999999999778e-01 8.000000000000000444e-01 9.000000000000000222e-01 8.000000000000000444e-01 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.888888888888888395e-01
8.181818181818182323e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.888888888888888395e-01
